instance,feasibility,objective,runtime
0,True,534.25085,0.00013267135
1,True,323.18228,0.00013267135
2,True,381.1588,0.00013267135
3,True,323.56772,0.00013267135
4,True,357.40366,0.00013267135
5,True,471.64655,0.00013267135
6,True,449.56854,0.00013267135
7,True,397.28027,0.00013267135
8,True,377.7751,0.00013267135
9,True,458.31042,0.00013267135
10,True,432.55453,0.00013267135
11,True,431.60553,0.00013267135
12,True,371.36804,0.00013267135
13,True,490.52582,0.00013267135
14,True,361.9844,0.00013267135
15,True,384.29346,0.00013267135
16,True,486.65887,0.00013267135
17,True,350.5012,0.00013267135
18,True,364.01605,0.00013267135
19,True,364.7117,0.00013267135
20,True,397.4332,0.00013267135
21,True,415.5044,0.00013267135
22,True,309.3528,0.00013267135
23,True,414.15216,0.00013267135
24,True,342.4098,0.00013267135
25,True,341.92496,0.00013267135
26,True,357.96915,0.00013267135
27,True,368.31912,0.00013267135
28,True,461.58847,0.00013267135
29,True,328.04022,0.00013267135
30,True,400.01562,0.00013267135
31,True,441.8992,0.00013267135
32,True,423.11316,0.00013267135
33,True,437.6025,0.00013267135
34,True,424.5397,0.00013267135
35,True,386.11707,0.00013267135
36,True,391.79877,0.00013267135
37,True,498.04584,0.00013267135
38,True,396.8225,0.00013267135
39,True,369.8423,0.00013267135
40,True,385.42044,0.00013267135
41,True,402.61432,0.00013267135
42,True,402.1255,0.00013267135
43,True,320.18976,0.00013267135
44,True,378.40704,0.00013267135
45,True,362.14923,0.00013267135
46,True,480.0743,0.00013267135
47,True,379.7672,0.00013267135
48,True,321.34512,0.00013267135
49,True,368.87656,0.00013267135
50,True,357.39093,0.00013267135
51,True,391.86005,0.00013267135
52,True,400.84753,0.00013267135
53,True,393.16074,0.00013267135
54,False,,0.00013267135
55,True,440.8922,0.00013267135
56,True,409.14917,0.00013267135
57,True,456.08698,0.00013267135
58,True,399.23816,0.00013267135
59,True,534.33905,0.00013267135
60,True,427.53476,0.00013267135
61,True,371.5344,0.00013267135
62,True,446.8877,0.00013267135
63,True,350.75583,0.00013267135
64,True,418.2621,0.00013267135
65,True,428.98782,0.00013267135
66,True,399.01422,0.00013267135
67,True,380.53986,0.00013267135
68,True,486.9562,0.00013267135
69,True,416.38135,0.00013267135
70,True,473.38885,0.00013267135
71,True,402.86523,0.00013267135
72,True,486.1207,0.00013267135
73,True,308.52426,0.00013267135
74,True,449.82367,0.00013267135
75,True,434.9573,0.00013267135
76,True,413.87042,0.00013267135
77,True,377.74463,0.00013267135
78,True,429.3706,0.00013267135
79,True,399.90622,0.00013267135
80,True,396.24658,0.00013267135
81,True,493.47525,0.00013267135
82,True,345.59396,0.00013267135
83,True,424.40414,0.00013267135
84,True,409.37442,0.00013267135
85,True,327.23285,0.00013267135
86,True,358.09137,0.00013267135
87,True,435.64948,0.00013267135
88,True,343.06665,0.00013267135
89,True,441.38184,0.00013267135
90,True,430.4016,0.00013267135
91,True,343.00537,0.00013267135
92,True,328.57104,0.00013267135
93,True,392.77502,0.00013267135
94,True,438.1397,0.00013267135
95,False,,0.00013267135
96,True,429.2962,0.00013267135
97,True,365.53592,0.00013267135
98,True,488.05,0.00013267135
99,True,433.2061,0.00013267135
100,True,406.66342,0.00013267135
101,True,402.12344,0.00013267135
102,True,367.2233,0.00013267135
103,True,382.9504,0.00013267135
104,True,325.7041,0.00013267135
105,True,307.47076,0.00013267135
106,True,436.81335,0.00013267135
107,True,402.3511,0.00013267135
108,True,422.4294,0.00013267135
109,True,437.57114,0.00013267135
110,True,348.89816,0.00013267135
111,True,450.18796,0.00013267135
112,True,436.26465,0.00013267135
113,True,345.35364,0.00013267135
114,True,473.4034,0.00013267135
115,True,433.4655,0.00013267135
116,True,484.14755,0.00013267135
117,True,404.4385,0.00013267135
118,True,401.86816,0.00013267135
119,True,458.1815,0.00013267135
120,True,359.08014,0.00013267135
121,True,346.92545,0.00013267135
122,True,374.09073,0.00013267135
123,True,384.7404,0.00013267135
124,True,364.66385,0.00013267135
125,True,411.35095,0.00013267135
126,True,459.2555,0.00013267135
127,True,442.50842,0.00013267135
128,True,568.3735,0.00013267135
129,True,475.9492,0.00013267135
130,True,474.75372,0.00013267135
131,True,493.63275,0.00013267135
132,True,359.70764,0.00013267135
133,True,452.1731,0.00013267135
134,True,409.9249,0.00013267135
135,True,418.6388,0.00013267135
136,True,405.9623,0.00013267135
137,True,525.62134,0.00013267135
138,True,369.36728,0.00013267135
139,True,398.4137,0.00013267135
140,True,325.15994,0.00013267135
141,True,417.0356,0.00013267135
142,True,388.104,0.00013267135
143,True,390.3543,0.00013267135
144,True,380.5785,0.00013267135
145,True,429.8205,0.00013267135
146,True,350.75674,0.00013267135
147,True,424.8746,0.00013267135
148,True,404.00476,0.00013267135
149,True,313.17896,0.00013267135
150,True,320.61218,0.00013267135
151,True,388.22403,0.00013267135
152,True,267.6583,0.00013267135
153,True,396.2029,0.00013267135
154,True,479.22574,0.00013267135
155,True,334.63034,0.00013267135
156,True,441.14703,0.00013267135
157,True,369.9107,0.00013267135
158,True,414.89783,0.00013267135
159,True,398.83307,0.00013267135
160,True,339.3127,0.00013267135
161,True,452.89398,0.00013267135
162,True,498.57846,0.00013267135
163,True,368.6162,0.00013267135
164,True,291.8841,0.00013267135
165,True,305.7918,0.00013267135
166,True,555.8623,0.00013267135
167,True,409.8743,0.00013267135
168,True,392.2405,0.00013267135
169,True,508.95987,0.00013267135
170,True,418.6086,0.00013267135
171,True,441.24432,0.00013267135
172,True,459.95413,0.00013267135
173,True,388.2822,0.00013267135
174,True,431.75516,0.00013267135
175,True,442.2719,0.00013267135
176,True,504.12512,0.00013267135
177,True,361.68677,0.00013267135
178,True,429.0018,0.00013267135
179,True,576.3063,0.00013267135
180,True,298.54532,0.00013267135
181,True,419.86304,0.00013267135
182,True,466.00827,0.00013267135
183,True,422.97382,0.00013267135
184,True,357.38913,0.00013267135
185,True,434.61243,0.00013267135
186,True,361.56018,0.00013267135
187,True,377.33215,0.00013267135
188,True,460.69232,0.00013267135
189,True,475.7471,0.00013267135
190,True,331.81177,0.00013267135
191,True,389.68414,0.00013267135
192,True,435.45413,0.00013267135
193,True,405.21393,0.00013267135
194,True,360.6009,0.00013267135
195,True,462.5998,0.00013267135
196,True,416.71906,0.00013267135
197,True,407.61465,0.00013267135
198,True,366.76974,0.00013267135
199,True,439.45276,0.00013267135
200,True,403.8207,0.00013267135
201,True,447.1479,0.00013267135
202,True,450.54398,0.00013267135
203,True,448.82327,0.00013267135
204,True,344.45886,0.00013267135
205,True,423.7502,0.00013267135
206,True,399.3001,0.00013267135
207,True,407.22665,0.00013267135
208,True,394.18097,0.00013267135
209,True,348.11197,0.00013267135
210,True,327.08386,0.00013267135
211,True,445.0449,0.00013267135
212,True,387.28906,0.00013267135
213,True,423.06653,0.00013267135
214,True,450.36432,0.00013267135
215,True,419.5633,0.00013267135
216,True,447.886,0.00013267135
217,True,404.79395,0.00013267135
218,True,333.24265,0.00013267135
219,True,318.74765,0.00013267135
220,True,428.1177,0.00013267135
221,True,373.68417,0.00013267135
222,True,381.15375,0.00013267135
223,True,389.12378,0.00013267135
224,True,366.00632,0.00013267135
225,True,417.69077,0.00013267135
226,True,380.60056,0.00013267135
227,True,420.36276,0.00013267135
228,True,467.13068,0.00013267135
229,True,400.83813,0.00013267135
230,True,413.74368,0.00013267135
231,True,382.50778,0.00013267135
232,True,395.1353,0.00013267135
233,True,410.90607,0.00013267135
234,True,460.64948,0.00013267135
235,True,290.98596,0.00013267135
236,True,351.8825,0.00013267135
237,True,380.42084,0.00013267135
238,True,366.13486,0.00013267135
239,True,402.21057,0.00013267135
240,True,480.25217,0.00013267135
241,True,345.43317,0.00013267135
242,True,447.1446,0.00013267135
243,True,359.1305,0.00013267135
244,True,471.82965,0.00013267135
245,True,361.38416,0.00013267135
246,True,344.94495,0.00013267135
247,True,381.76132,0.00013267135
248,True,396.59485,0.00013267135
249,True,426.74304,0.00013267135
250,True,427.44818,0.00012508678
251,True,513.2499,0.00012508678
252,True,424.80746,0.00012508678
253,True,317.94324,0.00012508678
254,True,392.79944,0.00012508678
255,True,385.5556,0.00012508678
256,True,392.97778,0.00012508678
257,True,361.99884,0.00012508678
258,True,375.1073,0.00012508678
259,True,417.8856,0.00012508678
260,True,503.82928,0.00012508678
261,True,456.82715,0.00012508678
262,True,384.1849,0.00012508678
263,True,456.99326,0.00012508678
264,True,328.3045,0.00012508678
265,True,443.38837,0.00012508678
266,True,357.3613,0.00012508678
267,True,395.3363,0.00012508678
268,True,450.35187,0.00012508678
269,True,431.40125,0.00012508678
270,True,458.09918,0.00012508678
271,True,402.13116,0.00012508678
272,True,386.29977,0.00012508678
273,True,453.86752,0.00012508678
274,True,416.38037,0.00012508678
275,True,365.12357,0.00012508678
276,True,395.69373,0.00012508678
277,True,437.64,0.00012508678
278,True,514.2507,0.00012508678
279,True,406.6454,0.00012508678
280,True,326.70682,0.00012508678
281,True,417.60815,0.00012508678
282,True,375.8115,0.00012508678
283,True,389.91064,0.00012508678
284,True,463.28192,0.00012508678
285,True,289.32574,0.00012508678
286,False,,0.00012508678
287,True,367.02777,0.00012508678
288,True,433.83612,0.00012508678
289,True,426.12296,0.00012508678
290,True,395.94482,0.00012508678
291,True,511.81232,0.00012508678
292,True,403.8105,0.00012508678
293,True,369.05936,0.00012508678
294,True,477.66028,0.00012508678
295,True,428.06302,0.00012508678
296,True,370.77252,0.00012508678
297,True,427.59885,0.00012508678
298,True,336.80728,0.00012508678
299,True,361.11932,0.00012508678
300,True,379.2323,0.00012508678
301,True,305.2145,0.00012508678
302,True,309.7754,0.00012508678
303,True,439.3774,0.00012508678
304,True,433.7002,0.00012508678
305,True,390.09003,0.00012508678
306,True,403.08542,0.00012508678
307,True,490.25177,0.00012508678
308,True,422.76474,0.00012508678
309,True,320.71243,0.00012508678
310,True,322.42468,0.00012508678
311,True,364.48538,0.00012508678
312,True,478.6154,0.00012508678
313,True,401.59097,0.00012508678
314,True,413.85022,0.00012508678
315,True,400.3351,0.00012508678
316,True,525.76917,0.00012508678
317,True,383.81134,0.00012508678
318,True,410.45364,0.00012508678
319,True,338.18292,0.00012508678
320,True,386.70187,0.00012508678
321,True,414.16296,0.00012508678
322,True,336.98755,0.00012508678
323,True,432.55032,0.00012508678
324,True,384.48062,0.00012508678
325,True,446.41513,0.00012508678
326,True,481.87103,0.00012508678
327,True,351.17395,0.00012508678
328,True,412.3159,0.00012508678
329,True,358.32065,0.00012508678
330,True,373.6293,0.00012508678
331,True,471.14697,0.00012508678
332,True,351.0575,0.00012508678
333,True,518.6793,0.00012508678
334,True,372.51392,0.00012508678
335,True,438.6897,0.00012508678
336,True,369.0379,0.00012508678
337,True,419.83276,0.00012508678
338,True,376.8221,0.00012508678
339,True,409.30066,0.00012508678
340,True,470.7189,0.00012508678
341,True,367.0233,0.00012508678
342,True,367.57327,0.00012508678
343,True,371.00714,0.00012508678
344,True,372.79272,0.00012508678
345,True,346.16626,0.00012508678
346,True,419.29727,0.00012508678
347,True,378.0763,0.00012508678
348,True,397.8929,0.00012508678
349,True,392.12616,0.00012508678
350,True,457.52316,0.00012508678
351,True,378.22534,0.00012508678
352,True,343.7722,0.00012508678
353,True,383.62112,0.00012508678
354,True,370.79422,0.00012508678
355,True,458.94183,0.00012508678
356,True,358.276,0.00012508678
357,True,449.48206,0.00012508678
358,True,426.7065,0.00012508678
359,True,352.18588,0.00012508678
360,True,447.07364,0.00012508678
361,True,386.5323,0.00012508678
362,True,380.7784,0.00012508678
363,True,413.52142,0.00012508678
364,True,461.767,0.00012508678
365,True,398.93475,0.00012508678
366,True,434.686,0.00012508678
367,True,389.8269,0.00012508678
368,True,397.8343,0.00012508678
369,True,483.91565,0.00012508678
370,True,487.30505,0.00012508678
371,True,346.3267,0.00012508678
372,False,,0.00012508678
373,True,352.37805,0.00012508678
374,True,518.1436,0.00012508678
375,True,445.94202,0.00012508678
376,True,416.76752,0.00012508678
377,True,434.07382,0.00012508678
378,True,381.92435,0.00012508678
379,True,396.99298,0.00012508678
380,True,277.85892,0.00012508678
381,True,431.28842,0.00012508678
382,True,384.47348,0.00012508678
383,True,352.0696,0.00012508678
384,True,328.0265,0.00012508678
385,True,412.24634,0.00012508678
386,True,364.92545,0.00012508678
387,True,535.4321,0.00012508678
388,True,402.25772,0.00012508678
389,True,427.4554,0.00012508678
390,True,457.34268,0.00012508678
391,True,434.17792,0.00012508678
392,True,460.03003,0.00012508678
393,True,378.81927,0.00012508678
394,True,411.81955,0.00012508678
395,True,493.9681,0.00012508678
